customer_id,customer_name,email,country,signup_date,customer_segment,marketing_opt_in
CUST00368,Customer 368,customer368@example.com,India,2025-10-20,enterprise,true
CUST00369,Customer 369,customer369@example.com,Singapore,2024-10-12,smb,true
CUST00370,Customer 370,customer370@example.com,Philippines,2023-08-03,enterprise,false
CUST00371,Customer 371,customer371@example.com,India,2024-05-24,enterprise,false
CUST00372,Customer 372,customer372@example.com,Malaysia,2025-03-11,smb,true
CUST00373,Customer 373,customer373@example.com,Indonesia,2025-02-03,enterprise,false
CUST00374,Customer 374,customer374@example.com,Philippines,2023-09-03,consumer,false
CUST00375,Customer 375,customer375@example.com,Malaysia,2023-08-21,consumer,false
CUST00376,Customer 376,customer376@example.com,India,2024-05-08,enterprise,true
CUST00377,Customer 377,customer377@example.com,Vietnam,2024-11-22,enterprise,false
CUST00378,Customer 378,customer378@example.com,Philippines,2025-05-20,consumer,true
CUST00379,Customer 379,customer379@example.com,Malaysia,2024-07-28,enterprise,true
CUST00380,Customer 380,customer380@example.com,Philippines,2023-10-30,smb,true
CUST00381,Customer 381,customer381@example.com,Malaysia,2025-05-05,consumer,false
CUST00382,Customer 382,customer382@example.com,Indonesia,2025-06-13,enterprise,true
CUST00383,Customer 383,customer383@example.com,Malaysia,2023-11-15,consumer,false
CUST00384,Customer 384,customer384@example.com,Australia,2024-09-13,enterprise,false
CUST00385,Customer 385,customer385@example.com,Philippines,2023-08-01,consumer,false
CUST00386,Customer 386,customer386@example.com,Australia,2025-10-24,smb,false
CUST00387,Customer 387,customer387@example.com,Vietnam,2023-10-09,enterprise,true
CUST00388,Customer 388,customer388@example.com,Malaysia,2025-01-06,smb,false
CUST00389,Customer 389,customer389@example.com,Singapore,2024-09-26,consumer,false
CUST00390,Customer 390,customer390@example.com,Vietnam,2023-09-03,consumer,true
CUST00391,Customer 391,customer391@example.com,India,2024-04-12,smb,true
CUST00392,Customer 392,customer392@example.com,Thailand,2024-09-28,smb,false
CUST00393,Customer 393,customer393@example.com,Indonesia,2024-08-06,consumer,false
CUST00394,Customer 394,customer394@example.com,Philippines,2025-09-18,enterprise,true
CUST00395,Customer 395,customer395@example.com,Indonesia,2024-08-03,consumer,true
CUST00396,Customer 396,customer396@example.com,Australia,2024-01-08,smb,true
CUST00397,Customer 397,customer397@example.com,Philippines,2024-12-25,smb,false
CUST00398,Customer 398,customer398@example.com,Philippines,2024-11-09,enterprise,true
CUST00399,Customer 399,customer399@example.com,Philippines,2023-10-16,consumer,false
CUST00400,Customer 400,customer400@example.com,India,2025-09-27,smb,false
CUST00401,Customer 401,customer401@example.com,Indonesia,2023-12-22,smb,true
CUST00402,Customer 402,customer402@example.com,Indonesia,2024-05-15,smb,false
CUST00403,Customer 403,customer403@example.com,India,2024-03-01,consumer,true
CUST00404,Customer 404,customer404@example.com,India,2025-02-18,enterprise,false
CUST00405,Customer 405,customer405@example.com,Indonesia,2023-09-22,enterprise,true
CUST00406,Customer 406,customer406@example.com,India,2024-03-11,enterprise,false
CUST00407,Customer 407,customer407@example.com,Philippines,2025-12-14,smb,true
CUST00408,Customer 408,customer408@example.com,Philippines,2025-05-27,smb,true
CUST00409,Customer 409,customer409@example.com,Indonesia,2025-05-15,consumer,true
CUST00410,Customer 410,customer410@example.com,Malaysia,2025-03-05,enterprise,true
CUST00411,Customer 411,customer411@example.com,Philippines,2024-02-24,enterprise,true
CUST00412,Customer 412,customer412@example.com,India,2024-04-30,consumer,true
CUST00413,Customer 413,customer413@example.com,Indonesia,2025-06-30,enterprise,false
CUST00414,Customer 414,customer414@example.com,India,2025-11-18,smb,true
CUST00415,Customer 415,customer415@example.com,Vietnam,2024-10-04,enterprise,false
CUST00416,Customer 416,customer416@example.com,Thailand,2025-05-07,smb,false
CUST00417,Customer 417,customer417@example.com,Thailand,2023-08-30,smb,false
CUST00418,Customer 418,customer418@example.com,Vietnam,2024-09-16,smb,false
CUST00419,Customer 419,customer419@example.com,Thailand,2025-07-20,enterprise,true
CUST00420,Customer 420,customer420@example.com,Vietnam,2023-07-23,consumer,false
CUST00421,Customer 421,customer421@example.com,Philippines,2023-07-21,enterprise,true
CUST00422,Customer 422,customer422@example.com,Malaysia,2024-01-04,smb,true
CUST00423,Customer 423,customer423@example.com,Indonesia,2023-11-12,smb,false
CUST00424,Customer 424,customer424@example.com,Indonesia,2024-07-25,smb,true
CUST00425,Customer 425,customer425@example.com,Australia,2025-05-19,smb,true
CUST00426,Customer 426,customer426@example.com,Singapore,2024-11-03,smb,false
CUST00427,Customer 427,customer427@example.com,India,2025-05-05,consumer,false
CUST00428,Customer 428,customer428@example.com,Singapore,2025-05-17,smb,true
CUST00429,Customer 429,customer429@example.com,Philippines,2023-08-26,consumer,true
CUST00430,Customer 430,customer430@example.com,Vietnam,2025-11-23,smb,true
CUST00431,Customer 431,customer431@example.com,Australia,2023-11-16,smb,true
CUST00432,Customer 432,customer432@example.com,Singapore,2025-10-12,smb,true
CUST00433,Customer 433,customer433@example.com,Indonesia,2023-08-30,enterprise,false
CUST00434,Customer 434,customer434@example.com,Vietnam,2025-09-10,consumer,false
CUST00435,Customer 435,customer435@example.com,Singapore,2025-08-30,consumer,false
CUST00436,Customer 436,customer436@example.com,Australia,2024-03-18,consumer,true
CUST00437,Customer 437,customer437@example.com,Australia,2023-08-29,enterprise,true
CUST00438,Customer 438,customer438@example.com,Thailand,2024-03-25,enterprise,true
CUST00439,Customer 439,customer439@example.com,India,2025-03-09,consumer,false
CUST00440,Customer 440,customer440@example.com,India,2025-04-30,consumer,true
CUST00441,Customer 441,customer441@example.com,Philippines,2024-07-14,consumer,true
CUST00442,Customer 442,customer442@example.com,Australia,2024-11-28,consumer,false
CUST00443,Customer 443,customer443@example.com,Vietnam,2024-12-15,enterprise,true
CUST00444,Customer 444,customer444@example.com,Malaysia,2025-01-01,smb,true
CUST00445,Customer 445,customer445@example.com,Malaysia,2023-12-13,enterprise,false
CUST00446,Customer 446,customer446@example.com,Singapore,2025-08-18,smb,false
CUST00447,Customer 447,customer447@example.com,Indonesia,2023-09-21,enterprise,false
CUST00448,Customer 448,customer448@example.com,Australia,2024-01-20,enterprise,true
CUST00449,Customer 449,customer449@example.com,Indonesia,2023-09-24,consumer,false
CUST00450,Customer 450,customer450@example.com,Vietnam,2025-11-25,consumer,true
CUST00451,Customer 451,customer451@example.com,Thailand,2023-10-14,consumer,false
CUST00452,Customer 452,customer452@example.com,India,2025-02-18,enterprise,false
CUST00453,Customer 453,customer453@example.com,Singapore,2025-04-17,enterprise,true
CUST00454,Customer 454,customer454@example.com,Philippines,2025-03-15,consumer,false
CUST00455,Customer 455,customer455@example.com,Malaysia,2025-03-28,smb,false
CUST00456,Customer 456,customer456@example.com,Australia,2024-11-18,smb,false
CUST00457,Customer 457,customer457@example.com,Australia,2025-06-24,enterprise,false
CUST00458,Customer 458,customer458@example.com,Vietnam,2024-12-21,consumer,false
CUST00459,Customer 459,customer459@example.com,India,2025-10-13,enterprise,true
CUST00460,Customer 460,customer460@example.com,Vietnam,2024-06-22,smb,true
CUST00461,Customer 461,customer461@example.com,Philippines,2025-10-12,enterprise,false
CUST00462,Customer 462,customer462@example.com,Australia,2025-02-22,enterprise,false
CUST00463,Customer 463,customer463@example.com,Australia,2025-07-15,smb,false
CUST00464,Customer 464,customer464@example.com,Philippines,2025-11-19,enterprise,false
CUST00465,Customer 465,customer465@example.com,Singapore,2025-03-26,consumer,false
CUST00466,Customer 466,customer466@example.com,Indonesia,2024-12-25,consumer,true
CUST00467,Customer 467,customer467@example.com,Australia,2023-08-16,consumer,true
CUST00468,Customer 468,customer468@example.com,Thailand,2025-10-25,enterprise,false
CUST00469,Customer 469,customer469@example.com,India,2024-12-27,enterprise,true
CUST00470,Customer 470,customer470@example.com,Indonesia,2024-04-22,enterprise,false
CUST00471,Customer 471,customer471@example.com,Philippines,2024-12-18,smb,true
CUST00472,Customer 472,customer472@example.com,Indonesia,2024-05-24,enterprise,false
CUST00473,Customer 473,customer473@example.com,Philippines,2024-11-20,enterprise,false
CUST00474,Customer 474,customer474@example.com,Malaysia,2025-04-21,consumer,true
CUST00475,Customer 475,customer475@example.com,India,2024-08-08,enterprise,true
CUST00476,Customer 476,customer476@example.com,Vietnam,2025-04-08,enterprise,false
CUST00477,Customer 477,customer477@example.com,Vietnam,2025-05-27,enterprise,false
CUST00478,Customer 478,customer478@example.com,Malaysia,2025-06-11,consumer,true
CUST00479,Customer 479,customer479@example.com,Indonesia,2024-09-26,enterprise,false
CUST00480,Customer 480,customer480@example.com,Philippines,2025-10-04,enterprise,false
CUST00481,Customer 481,customer481@example.com,Malaysia,2024-01-06,enterprise,false
CUST00482,Customer 482,customer482@example.com,Indonesia,2025-02-28,enterprise,true
CUST00483,Customer 483,customer483@example.com,Philippines,2023-10-12,enterprise,true
CUST00484,Customer 484,customer484@example.com,Thailand,2025-08-30,consumer,true
CUST00485,Customer 485,customer485@example.com,Australia,2023-10-15,consumer,false
CUST00486,Customer 486,customer486@example.com,Philippines,2024-06-13,smb,true
CUST00487,Customer 487,customer487@example.com,Malaysia,2024-04-15,consumer,false
CUST00488,Customer 488,customer488@example.com,Australia,2024-11-20,enterprise,false
CUST00489,Customer 489,customer489@example.com,India,2023-11-06,enterprise,true
CUST00490,Customer 490,customer490@example.com,Philippines,2025-08-26,enterprise,true
CUST00491,Customer 491,customer491@example.com,Australia,2024-09-28,enterprise,false
CUST00492,Customer 492,customer492@example.com,Indonesia,2025-08-23,consumer,false
CUST00493,Customer 493,customer493@example.com,Singapore,2024-08-05,consumer,true
CUST00494,Customer 494,customer494@example.com,Indonesia,2025-02-24,consumer,false
CUST00495,Customer 495,customer495@example.com,Thailand,2024-01-06,smb,false
CUST00496,Customer 496,customer496@example.com,Malaysia,2023-08-19,smb,true
CUST00497,Customer 497,customer497@example.com,Vietnam,2024-03-22,consumer,false
CUST00498,Customer 498,customer498@example.com,Malaysia,2024-04-12,enterprise,true
CUST00499,Customer 499,customer499@example.com,Indonesia,2024-05-05,consumer,false
CUST00500,Customer 500,customer500@example.com,Singapore,2023-08-23,consumer,true
CUST00501,Customer 501,customer501@example.com,Vietnam,2025-11-16,enterprise,true
CUST00502,Customer 502,customer502@example.com,India,2023-11-08,enterprise,true
CUST00503,Customer 503,customer503@example.com,Vietnam,2024-08-10,enterprise,false
CUST00504,Customer 504,customer504@example.com,Thailand,2024-08-25,enterprise,false
CUST00505,Customer 505,customer505@example.com,Australia,2025-03-03,consumer,true
CUST00506,Customer 506,customer506@example.com,Australia,2025-07-24,smb,false
CUST00507,Customer 507,customer507@example.com,Thailand,2024-09-13,smb,true
CUST00508,Customer 508,customer508@example.com,Philippines,2025-02-15,enterprise,false
CUST00509,Customer 509,customer509@example.com,Indonesia,2024-11-19,smb,true
CUST00510,Customer 510,customer510@example.com,Thailand,2025-02-09,smb,true
CUST00511,Customer 511,customer511@example.com,Australia,2025-04-03,consumer,true
CUST00512,Customer 512,customer512@example.com,Singapore,2025-09-24,smb,false
CUST00513,Customer 513,customer513@example.com,India,2023-08-01,consumer,true
CUST00514,Customer 514,customer514@example.com,Philippines,2023-09-21,enterprise,false
CUST00515,Customer 515,customer515@example.com,Indonesia,2025-06-21,smb,false
CUST00516,Customer 516,customer516@example.com,Vietnam,2024-08-09,smb,true
CUST00517,Customer 517,customer517@example.com,India,2025-10-01,enterprise,false
CUST00518,Customer 518,customer518@example.com,Thailand,2025-04-30,enterprise,false
CUST00519,Customer 519,customer519@example.com,Singapore,2025-11-13,smb,false
CUST00520,Customer 520,customer520@example.com,Australia,2024-04-30,smb,true
CUST00521,Customer 521,customer521@example.com,Malaysia,2023-08-18,smb,true
CUST00522,Customer 522,customer522@example.com,Philippines,2025-04-06,smb,false
CUST00523,Customer 523,customer523@example.com,India,2025-11-16,consumer,true
CUST00524,Customer 524,customer524@example.com,Vietnam,2024-12-26,consumer,false
CUST00525,Customer 525,customer525@example.com,Australia,2024-08-03,enterprise,false
CUST00526,Customer 526,customer526@example.com,Malaysia,2023-09-09,consumer,true
CUST00527,Customer 527,customer527@example.com,Philippines,2024-11-24,smb,false
CUST00528,Customer 528,customer528@example.com,Indonesia,2023-11-20,consumer,false
CUST00529,Customer 529,customer529@example.com,Singapore,2024-08-07,consumer,true
CUST00530,Customer 530,customer530@example.com,Philippines,2025-08-14,smb,false
CUST00531,Customer 531,customer531@example.com,Indonesia,2025-08-02,smb,false
CUST00532,Customer 532,customer532@example.com,India,2025-07-19,enterprise,false
CUST00533,Customer 533,customer533@example.com,Philippines,2024-05-04,enterprise,false
CUST00534,Customer 534,customer534@example.com,Vietnam,2024-01-07,smb,true
CUST00535,Customer 535,customer535@example.com,Philippines,2024-12-20,enterprise,true
CUST00536,Customer 536,customer536@example.com,Vietnam,2024-11-01,enterprise,true
CUST00537,Customer 537,customer537@example.com,Australia,2024-04-30,smb,true
CUST00538,Customer 538,customer538@example.com,Singapore,2023-12-25,enterprise,false
CUST00539,Customer 539,customer539@example.com,India,2025-07-11,consumer,true
CUST00540,Customer 540,customer540@example.com,Malaysia,2025-11-30,consumer,true
CUST00541,Customer 541,customer541@example.com,Philippines,2024-10-07,smb,true
CUST00542,Customer 542,customer542@example.com,Thailand,2024-11-05,smb,false
CUST00543,Customer 543,customer543@example.com,Singapore,2023-07-23,enterprise,true
CUST00544,Customer 544,customer544@example.com,Thailand,2024-07-19,enterprise,false
CUST00545,Customer 545,customer545@example.com,Australia,2024-02-23,enterprise,false
CUST00546,Customer 546,customer546@example.com,Indonesia,2025-02-14,smb,false
CUST00547,Customer 547,customer547@example.com,Philippines,2024-06-21,enterprise,false
CUST00548,Customer 548,customer548@example.com,Australia,2024-04-17,consumer,true
CUST00549,Customer 549,customer549@example.com,Vietnam,2025-03-22,consumer,false
CUST00550,Customer 550,customer550@example.com,Vietnam,2023-11-04,enterprise,true
CUST00551,Customer 551,customer551@example.com,Australia,2024-01-26,smb,false
CUST00552,Customer 552,customer552@example.com,Vietnam,2025-01-09,smb,true
CUST00553,Customer 553,customer553@example.com,India,2024-05-24,smb,false
CUST00554,Customer 554,customer554@example.com,Indonesia,2023-11-02,smb,true
CUST00555,Customer 555,customer555@example.com,Malaysia,2025-03-13,smb,false
CUST00556,Customer 556,customer556@example.com,Vietnam,2024-03-01,enterprise,false
CUST00557,Customer 557,customer557@example.com,Thailand,2025-05-27,enterprise,false
CUST00558,Customer 558,customer558@example.com,Vietnam,2024-06-05,consumer,true
CUST00559,Customer 559,customer559@example.com,Thailand,2024-04-11,consumer,true
CUST00560,Customer 560,customer560@example.com,Thailand,2024-02-16,enterprise,true
CUST00561,Customer 561,customer561@example.com,Malaysia,2025-11-09,smb,false
CUST00562,Customer 562,customer562@example.com,Australia,2023-12-29,consumer,true
CUST00563,Customer 563,customer563@example.com,Indonesia,2025-12-27,smb,false
CUST00564,Customer 564,customer564@example.com,Thailand,2024-08-31,smb,false
CUST00565,Customer 565,customer565@example.com,Singapore,2025-03-15,consumer,true
CUST00566,Customer 566,customer566@example.com,Singapore,2024-07-03,consumer,false
CUST00567,Customer 567,customer567@example.com,Indonesia,2023-08-28,consumer,false
CUST00568,Customer 568,customer568@example.com,Australia,2023-10-18,consumer,false
CUST00569,Customer 569,customer569@example.com,Singapore,2023-07-19,consumer,false
CUST00570,Customer 570,customer570@example.com,Malaysia,2024-05-30,smb,false
CUST00571,Customer 571,customer571@example.com,Australia,2024-09-23,consumer,false
CUST00572,Customer 572,customer572@example.com,Thailand,2025-03-28,consumer,false
CUST00573,Customer 573,customer573@example.com,Australia,2025-07-19,enterprise,false
CUST00574,Customer 574,customer574@example.com,Indonesia,2023-12-28,consumer,false
CUST00575,Customer 575,customer575@example.com,Vietnam,2023-10-15,enterprise,true
CUST00576,Customer 576,customer576@example.com,India,2025-07-06,smb,false
CUST00577,Customer 577,customer577@example.com,India,2025-10-05,enterprise,true
CUST00578,Customer 578,customer578@example.com,Indonesia,2025-06-26,smb,false
CUST00579,Customer 579,customer579@example.com,Singapore,2025-04-22,smb,false
CUST00580,Customer 580,customer580@example.com,Australia,2025-05-05,smb,false
CUST00581,Customer 581,customer581@example.com,Singapore,2025-02-26,smb,false
CUST00582,Customer 582,customer582@example.com,Thailand,2024-01-23,consumer,true
CUST00583,Customer 583,customer583@example.com,Vietnam,2024-09-12,consumer,false
CUST00584,Customer 584,customer584@example.com,Vietnam,2024-01-30,enterprise,true
CUST00585,Customer 585,customer585@example.com,Vietnam,2024-03-18,smb,true
CUST00586,Customer 586,customer586@example.com,Indonesia,2025-05-22,smb,true
CUST00587,Customer 587,customer587@example.com,Philippines,2024-09-23,smb,false
CUST00588,Customer 588,customer588@example.com,Thailand,2023-11-18,consumer,true
CUST00589,Customer 589,customer589@example.com,Australia,2024-07-12,enterprise,false
CUST00590,Customer 590,customer590@example.com,Malaysia,2025-10-14,consumer,true
CUST00591,Customer 591,customer591@example.com,Indonesia,2024-05-25,consumer,false
CUST00592,Customer 592,customer592@example.com,Australia,2023-08-11,consumer,true
CUST00593,Customer 593,customer593@example.com,Australia,2023-12-29,consumer,false
CUST00594,Customer 594,customer594@example.com,Singapore,2023-09-26,smb,true
CUST00595,Customer 595,customer595@example.com,India,2024-07-25,smb,true
CUST00596,Customer 596,customer596@example.com,Australia,2024-06-08,enterprise,false
CUST00597,Customer 597,customer597@example.com,Singapore,2023-12-23,smb,false
CUST00598,Customer 598,customer598@example.com,Singapore,2023-09-18,enterprise,true
CUST00599,Customer 599,customer599@example.com,Malaysia,2024-05-19,consumer,false
CUST00600,Customer 600,customer600@example.com,Malaysia,2025-01-14,enterprise,true
CUST00601,Customer 601,customer601@example.com,Australia,2025-10-23,consumer,false
CUST00602,Customer 602,customer602@example.com,Indonesia,2024-11-09,consumer,false
CUST00603,Customer 603,customer603@example.com,India,2024-12-14,smb,false
CUST00604,Customer 604,customer604@example.com,Malaysia,2024-12-13,enterprise,true
CUST00605,Customer 605,customer605@example.com,Philippines,2024-03-03,consumer,true
CUST00606,Customer 606,customer606@example.com,India,2024-06-30,enterprise,true
CUST00607,Customer 607,customer607@example.com,Thailand,2023-12-18,consumer,true
CUST00608,Customer 608,customer608@example.com,Australia,2025-03-02,enterprise,false
CUST00609,Customer 609,customer609@example.com,India,2024-07-06,consumer,true
CUST00610,Customer 610,customer610@example.com,Philippines,2024-09-17,consumer,false
CUST00611,Customer 611,customer611@example.com,Malaysia,2025-06-22,consumer,false
CUST00612,Customer 612,customer612@example.com,Singapore,2024-04-12,consumer,true
CUST00613,Customer 613,customer613@example.com,Malaysia,2025-10-25,enterprise,true
CUST00614,Customer 614,customer614@example.com,Singapore,2024-10-01,consumer,true
CUST00615,Customer 615,customer615@example.com,Australia,2024-11-16,consumer,true
CUST00616,Customer 616,customer616@example.com,Singapore,2023-11-21,consumer,false
CUST00617,Customer 617,customer617@example.com,Philippines,2025-05-07,enterprise,false
CUST00618,Customer 618,customer618@example.com,Vietnam,2025-05-04,consumer,true
CUST00619,Customer 619,customer619@example.com,Vietnam,2024-11-04,smb,true
CUST00620,Customer 620,customer620@example.com,Indonesia,2024-06-10,enterprise,false
CUST00621,Customer 621,customer621@example.com,Australia,2024-06-11,consumer,false
CUST00622,Customer 622,customer622@example.com,India,2024-03-14,enterprise,false
CUST00623,Customer 623,customer623@example.com,India,2024-01-19,smb,true
CUST00624,Customer 624,customer624@example.com,India,2025-02-28,consumer,false
CUST00625,Customer 625,customer625@example.com,Thailand,2025-04-30,smb,true
CUST00626,Customer 626,customer626@example.com,Australia,2023-09-29,consumer,false
CUST00627,Customer 627,customer627@example.com,Indonesia,2024-11-01,smb,true
CUST00628,Customer 628,customer628@example.com,Thailand,2025-04-15,smb,true
CUST00629,Customer 629,customer629@example.com,Philippines,2024-09-28,consumer,true
CUST00630,Customer 630,customer630@example.com,Vietnam,2025-11-10,smb,true
CUST00631,Customer 631,customer631@example.com,Malaysia,2023-07-22,consumer,true
CUST00632,Customer 632,customer632@example.com,Thailand,2024-08-29,smb,false
CUST00633,Customer 633,customer633@example.com,Thailand,2025-12-17,consumer,true
CUST00634,Customer 634,customer634@example.com,Australia,2023-11-29,consumer,true
CUST00635,Customer 635,customer635@example.com,Thailand,2024-11-21,enterprise,false
CUST00636,Customer 636,customer636@example.com,Vietnam,2023-10-30,smb,false
CUST00637,Customer 637,customer637@example.com,Philippines,2024-07-04,smb,false
CUST00638,Customer 638,customer638@example.com,Australia,2024-12-29,smb,true
CUST00639,Customer 639,customer639@example.com,Australia,2023-10-02,smb,true
CUST00640,Customer 640,customer640@example.com,Philippines,2024-12-18,smb,true
CUST00641,Customer 641,customer641@example.com,Thailand,2024-06-04,enterprise,true
CUST00642,Customer 642,customer642@example.com,Vietnam,2025-12-16,enterprise,false
CUST00643,Customer 643,customer643@example.com,Indonesia,2025-03-05,consumer,false
CUST00644,Customer 644,customer644@example.com,India,2025-05-11,enterprise,true
CUST00645,Customer 645,customer645@example.com,Philippines,2024-08-08,smb,false
CUST00646,Customer 646,customer646@example.com,Australia,2023-12-23,smb,true
CUST00647,Customer 647,customer647@example.com,Philippines,2023-12-13,consumer,true
CUST00648,Customer 648,customer648@example.com,Australia,2023-12-26,consumer,true
CUST00649,Customer 649,customer649@example.com,Singapore,2024-07-14,consumer,true
CUST00650,Customer 650,customer650@example.com,Singapore,2023-11-11,smb,true
CUST00651,Customer 651,customer651@example.com,Thailand,2023-08-23,consumer,true
CUST00652,Customer 652,customer652@example.com,Thailand,2025-12-23,enterprise,false
CUST00653,Customer 653,customer653@example.com,Singapore,2024-12-15,enterprise,false
CUST00654,Customer 654,customer654@example.com,Australia,2024-02-26,consumer,true
CUST00655,Customer 655,customer655@example.com,India,2024-07-06,consumer,true
CUST00656,Customer 656,customer656@example.com,Vietnam,2024-07-08,enterprise,false
CUST00657,Customer 657,customer657@example.com,India,2025-12-15,consumer,true
CUST00658,Customer 658,customer658@example.com,Indonesia,2025-09-25,consumer,true
CUST00659,Customer 659,customer659@example.com,Vietnam,2024-04-07,smb,false
CUST00660,Customer 660,customer660@example.com,India,2023-10-10,consumer,false
CUST00661,Customer 661,customer661@example.com,Australia,2024-11-12,enterprise,true
CUST00662,Customer 662,customer662@example.com,Thailand,2024-01-19,smb,true
CUST00663,Customer 663,customer663@example.com,Singapore,2024-03-03,consumer,false
CUST00664,Customer 664,customer664@example.com,India,2024-12-09,enterprise,false
CUST00665,Customer 665,customer665@example.com,Singapore,2025-11-05,enterprise,true
CUST00666,Customer 666,customer666@example.com,Australia,2025-10-09,smb,false
CUST00667,Customer 667,customer667@example.com,Malaysia,2024-06-01,enterprise,true
CUST00668,Customer 668,customer668@example.com,Thailand,2025-05-11,enterprise,false
CUST00669,Customer 669,customer669@example.com,Singapore,2025-03-30,consumer,false
CUST00670,Customer 670,customer670@example.com,Singapore,2024-06-24,consumer,false
CUST00671,Customer 671,customer671@example.com,Thailand,2025-12-16,enterprise,true
CUST00672,Customer 672,customer672@example.com,India,2023-11-23,consumer,false
CUST00673,Customer 673,customer673@example.com,Thailand,2025-07-19,enterprise,false
CUST00674,Customer 674,customer674@example.com,Philippines,2024-02-08,smb,true
CUST00675,Customer 675,customer675@example.com,Malaysia,2023-10-15,enterprise,false
CUST00676,Customer 676,customer676@example.com,Malaysia,2025-11-08,smb,true
CUST00677,Customer 677,customer677@example.com,Malaysia,2023-08-27,smb,false
CUST00678,Customer 678,customer678@example.com,Philippines,2023-11-01,consumer,false
CUST00679,Customer 679,customer679@example.com,Australia,2023-10-22,smb,true
CUST00680,Customer 680,customer680@example.com,India,2025-01-02,smb,true
CUST00681,Customer 681,customer681@example.com,India,2024-02-05,consumer,false
CUST00682,Customer 682,customer682@example.com,Thailand,2023-10-07,enterprise,true
CUST00683,Customer 683,customer683@example.com,Vietnam,2025-10-09,consumer,false
CUST00684,Customer 684,customer684@example.com,Indonesia,2024-01-04,enterprise,false
CUST00685,Customer 685,customer685@example.com,Philippines,2025-02-11,consumer,true
CUST00686,Customer 686,customer686@example.com,Vietnam,2025-12-27,smb,false
CUST00687,Customer 687,customer687@example.com,Vietnam,2023-11-14,consumer,true
CUST00688,Customer 688,customer688@example.com,Indonesia,2025-10-04,smb,false
CUST00689,Customer 689,customer689@example.com,India,2024-06-10,consumer,true
CUST00690,Customer 690,customer690@example.com,Philippines,2025-10-02,enterprise,true
CUST00691,Customer 691,customer691@example.com,Philippines,2024-04-30,smb,true
CUST00692,Customer 692,customer692@example.com,India,2025-03-09,smb,true
CUST00693,Customer 693,customer693@example.com,Thailand,2023-12-21,enterprise,true
CUST00694,Customer 694,customer694@example.com,India,2024-01-31,consumer,true
CUST00695,Customer 695,customer695@example.com,Vietnam,2025-04-01,smb,false
CUST00696,Customer 696,customer696@example.com,Malaysia,2025-08-05,consumer,false
CUST00697,Customer 697,customer697@example.com,India,2025-03-25,smb,false
CUST00698,Customer 698,customer698@example.com,Malaysia,2023-10-23,smb,false
CUST00699,Customer 699,customer699@example.com,Australia,2025-04-24,enterprise,true
CUST00700,Customer 700,customer700@example.com,Malaysia,2024-09-20,consumer,false
CUST00701,Customer 701,customer701@example.com,India,2025-12-26,smb,false
CUST00702,Customer 702,customer702@example.com,Philippines,2023-10-01,smb,false
CUST00703,Customer 703,customer703@example.com,Indonesia,2024-10-18,smb,false
CUST00704,Customer 704,customer704@example.com,Thailand,2024-04-24,smb,false
CUST00705,Customer 705,customer705@example.com,India,2025-07-04,smb,false
CUST00706,Customer 706,customer706@example.com,Australia,2023-12-11,enterprise,true
CUST00707,Customer 707,customer707@example.com,India,2025-02-02,smb,false
CUST00708,Customer 708,customer708@example.com,Malaysia,2024-12-24,enterprise,true
CUST00709,Customer 709,customer709@example.com,Indonesia,2024-05-05,enterprise,true
CUST00710,Customer 710,customer710@example.com,Australia,2023-12-19,enterprise,true
CUST00711,Customer 711,customer711@example.com,Vietnam,2024-10-10,enterprise,true
CUST00712,Customer 712,customer712@example.com,India,2023-09-16,enterprise,false
CUST00713,Customer 713,customer713@example.com,Vietnam,2025-08-12,consumer,false
CUST00714,Customer 714,customer714@example.com,Indonesia,2024-02-27,enterprise,false
CUST00715,Customer 715,customer715@example.com,India,2023-10-16,consumer,false
CUST00716,Customer 716,customer716@example.com,Australia,2024-04-29,enterprise,false
CUST00717,Customer 717,customer717@example.com,India,2024-07-03,enterprise,true
CUST00718,Customer 718,customer718@example.com,Philippines,2023-10-15,enterprise,true
CUST00719,Customer 719,customer719@example.com,Thailand,2025-09-12,enterprise,false
CUST00720,Customer 720,customer720@example.com,Singapore,2025-07-15,enterprise,false
CUST00721,Customer 721,customer721@example.com,Philippines,2023-11-23,smb,true
CUST00722,Customer 722,customer722@example.com,Malaysia,2025-12-22,smb,true
CUST00723,Customer 723,customer723@example.com,Thailand,2024-07-28,smb,false
CUST00724,Customer 724,customer724@example.com,Australia,2024-11-27,enterprise,true
CUST00725,Customer 725,customer725@example.com,Singapore,2025-01-13,smb,true
CUST00726,Customer 726,customer726@example.com,India,2025-03-05,consumer,true
CUST00727,Customer 727,customer727@example.com,Indonesia,2023-09-03,smb,false
CUST00728,Customer 728,customer728@example.com,Australia,2025-01-15,consumer,false
CUST00729,Customer 729,customer729@example.com,Australia,2025-01-10,consumer,false
CUST00730,Customer 730,customer730@example.com,Australia,2023-12-24,smb,true
CUST00731,Customer 731,customer731@example.com,Singapore,2025-02-28,enterprise,true
CUST00732,Customer 732,customer732@example.com,Philippines,2025-12-09,enterprise,true
CUST00733,Customer 733,customer733@example.com,Indonesia,2024-02-08,enterprise,true
CUST00734,Customer 734,customer734@example.com,Indonesia,2024-07-22,enterprise,true
CUST00735,Customer 735,customer735@example.com,India,2025-01-28,smb,true
CUST00736,Customer 736,customer736@example.com,India,2023-10-08,enterprise,true
